Internal Title,Person,External Title,Affiliation,Fiscal Year,Occupation,Bank_y,Stock Class,Number of Shares,Percentage of Ownership,RSSD_ID_y
Director,Teddy R. Price,Member,"Kisatchie Lake Plantation,LLC",2018,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,392972,5.93%,
Director,Teddy R. Price,Managing Member,"Garden Park Nursing & Rehabilitation Center,LLC",2018,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,392972,5.93%,
Director,Teddy R. Price,Managing Member,"Garden Park Properties,LLC",2018,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,392972,5.93%,
Director,Teddy R. Price,Managing Member,"Resthaven Nursing & Rehabilitation Center,L.LC",2018,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,392972,5.93%,
Director,Teddy R. Price,Managing Member,"Resthaven Properties,LLC",2018,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,392972,5.93%,
Director,Teddy R. Price,Secretary,"Harmony House Nursing & Rehabilitation Center,Inc.",2018,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,392972,5.93%,
Director,Teddy R. Price,Registered Agent,PPD Land Leasing Corporation,2018,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,392972,5.93%,
Director,Teddy R. Price,Managing Member,Third & DeSoto LLC,2018,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,392972,5.93%,
Director,Teddy R. Price,Managing Member,"Close Quarters,LLC",2018,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,392972,5.93%,
Director,Teddy R. Price,Managing Member,"Lagniappe Rehabilitation Services,LLC",2018,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,392972,5.93%,
Director,Teddy R. Price,Managing Member,"Lagniappe Homecare,LLC",2018,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,392972,5.93%,
Director,Teddy R. Price,Member,"Lagniappe Homecare Alexandria,LLC",2018,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,392972,5.93%,
Director,Teddy R. Price,President,Lagniappe Health Corporation,2018,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,392972,5.93%,
Director,Teddy R. Price,President,"Lagniappe Homecare Northwest Louisiana,Inc.",2018,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,392972,5.93%,
Director,Teddy R. Price,President,"Lagniappe Homecare Northern Louisiana,Inc.",2018,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,392972,5.93%,
Director,Teddy R. Price,President & CEO,"Dixie Holdings,Inc.",2018,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,392972,5.93%,
Director,Teddy R. Price,Member,Louise S. Davis LLC,2018,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,392972,5.93%,
Director,Teddy R. Price,Managing Member,"Gulf South Hospice Services,LLC",2018,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,392972,5.93%,
Director,Teddy R. Price,Member,"Brighton Bridge Hospice,LLC",2018,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,392972,5.93%,
Director,Teddy R. Price,Managing Member,"Tango Papa,LLC",2018,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,392972,5.93%,
Director,Teddy R. Price,Managing Member,"Central Pharmacy,LLC",2018,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,392972,5.93%,
Director,Teddy R. Price,Member,"Healthcare Pharmacy,LLC",2018,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,392972,5.93%,
Director,Teddy R. Price,Member,"Versailles Healthcare,LLC dba Matthews Memorial Health Care Center",2018,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,392972,5.93%,
Director,Teddy R. Price,Member,"5100 Jackson Street Properties,LLC",2018,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,392972,5.93%,
Director,Teddy R. Price,Managing Member,"Annie Mae Matthews Properties,LLC",2018,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,392972,5.93%,
Director,Teddy R. Price,Managing Member,Autumn Leaves Nursing & Rehabilitation Center LLC,2018,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,392972,5.93%,
Director,Teddy R. Price,Managing Member,"Autumn Leaves Properties,LLC",2018,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,392972,5.93%,
Director,Teddy R. Price,Managing Member,"Magnolia Manor Nursing & Rehabilitation Center,LLC",2018,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,392972,5.93%,
Director,Teddy R. Price,Managing Member,"Magnolia Manor Properties,LLC",2018,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,392972,5.93%,
Director,Teddy R. Price,Managing Member,"Behavioral Properties,LLC",2018,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,392972,5.93%,
Director,Teddy R. Price,Managing Member,"Plantation Manor Nursing and Rehabilitation Center,LLC",2018,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,392972,5.93%,
Director,Teddy R. Price,Managing Member,"Plantation Manor Properties,LLC",2018,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,392972,5.93%,
Director,Teddy R. Price,Managing Member,Jefferson Manor Nursing and Rehabilitation Center LLC,2018,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,392972,5.93%,
Director,Teddy R. Price,Managing Member,"Jefferson Manor Properties,LLC",2018,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,392972,5.93%,
Director,Teddy R. Price,Managing Member,Cypress Point Nursing and Rehabilitation Center LLC,2018,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,392972,5.93%,
Director,Teddy R. Price,Managing Member,"Guest House Properties,LLC",2018,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,392972,5.93%,
Director,Teddy R. Price,Managing Member,"Belle Teche Nursing and Rehabilitation Center,LLC",2018,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,392972,5.93%,
Director,Teddy R. Price,Managing Member,"Belle Teche Properties,LLC",2018,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,392972,5.93%,
Director,Teddy R. Price,Managing Member,"Landmark of West Monroe Nursing and Rehabilitation Center,LLC",2018,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,392972,5.93%,
Director,Teddy R. Price,Managing Member,"Landmark Properties of West Monroe,LLC",2018,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,392972,5.93%,
Director,Teddy R. Price,Managing Member,"Forest Haven Nursing and Rehabilitation Center,LLC",2018,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,392972,5.93%,
Director,Teddy R. Price,Managing Member,"Forest Haven Properties,LLC",2018,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,392972,5.93%,
Director,Teddy R. Price,Managing Member,"Zachary Manor Nursing and Rehabilitation Center,LLC",2018,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,392972,5.93%,
Director,Teddy R. Price,Managing Member,"Zachary Manor Properties,LLC",2018,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,392972,5.93%,
Director,Teddy R. Price,Managing Member,"Southern Oaks Nursing and Rehabilitation Center,LLC",2018,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,392972,5.93%,
Director,Teddy R. Price,Managing Member,"Southern Oaks Properties,LLC",2018,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,392972,5.93%,
Director,Teddy R. Price,Managing Member,"Plantation Oaks Nursing and Rehabilitation Center,LLC",2018,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,392972,5.93%,
Director,Teddy R. Price,Managing Member,"Ascension Oaks Nursing and Rehabilitation Center,LLC",2018,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,392972,5.93%,
Director,Teddy R. Price,Managing Member,"Naomi Heights Nursing and Rehabilitation Center,LLC",2018,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,392972,5.93%,
Director,Teddy R. Price,Managing Member,"Fair Oaks Properties,LLC",2018,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,392972,5.93%,
Director,Teddy R. Price,Managing Member,"Hilltop Nursing and Rehabilitation Center,LLC",2018,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,392972,5.93%,
Director,Teddy R. Price,Managing Member,"Colonial Manor Properties,LLC",2018,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,392972,5.93%,
Director and Non -Executive Chairman,John C. Simpson,President,"JCS,LLC",2018,,"Red River Bancshares,Inc.",,502820,7.59%,
Director and Non -Executive Chairman,John C. Simpson,Member,"S3 Dynamics,L.P.",2018,,"Red River Bancshares,Inc.",,502820,7.59%,
Director and Non -Executive Chairman,John C. Simpson,Member,"S3 Management,LLC.",2018,,"Red River Bancshares,Inc.",,502820,7.59%,
Director,Teddy R. Price,CEO & Managing Member,"Central Management Co.,LLC",2019,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,393324,5.38%,
Director,Teddy R. Price,President and CEO,Kisatchie Corporation,2019,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,393324,5.38%,
Director,Teddy R. Price,Secretary,"Prico,Inc.",2019,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,393324,5.38%,
Director,Teddy R. Price,President,Magnolia Health Care Corporation,2019,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,393324,5.38%,
Director,Teddy R. Price,Member,"Kisatchie Lake Plantation,LLC",2019,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,393324,5.38%,
Director and Non - Executive Chairman,John C. Simpson,President,"JCS,LLC",2019,Private Investor,"Red River Bancshares,Inc.",,409626,5.61%,
Director,Teddy R. Price,CEO & Managing Member,"Central Management Co.,LLC",2020,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,405729,5.54%,
Director,Teddy R. Price,President and CEO,Kisatchie Corporation,2020,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,405729,5.54%,
Director,Teddy R. Price,Secretary,"Prico,Inc.",2020,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,405729,5.54%,
Director,Teddy R. Price,President,Magnolia Health Care Corporation,2020,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,405729,5.54%,
Director,Teddy R. Price,Member,"Kisatchie Lake Plantation,LLC",2020,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,405729,5.54%,
Director,Teddy R. Price,Managing Member,"Garden Park Nursing & Rehabilitation Center,LLC",2020,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,405729,5.54%,
Director,Teddy R. Price,Managing Member,"Garden Park Properties,LLC",2020,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,405729,5.54%,
Director,Teddy R. Price,Managing Member,"Resthaven Nursing & Rehabilitation Center,LLC",2020,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,405729,5.54%,
Director,Teddy R. Price,Secretary,"Harmony House Nursing & Rehabilitation Center,Inc.",2020,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,405729,5.54%,
Director,Teddy R. Price,Managing Member,"Resthaven Properties,LLC",2020,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,405729,5.54%,
Director,Teddy R. Price,Registered Agent,PPD Land Leasing Corporation,2020,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,405729,5.54%,
Director,Teddy R. Price,Managing Member,Third & DeSoto LLC,2020,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,405729,5.54%,
Director,Teddy R. Price,Managing Member,"Close Quarters,LLC",2020,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,405729,5.54%,
Director,Teddy R. Price,Managing Member,"Lagniappe Rehabilitation Services,LLC",2020,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,405729,5.54%,
Director,Teddy R. Price,Managing Member,"Lagniappe Homecare,LLC",2020,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,405729,5.54%,
Director,Teddy R. Price,Member,"Lagniappe Homecare Alexandria,LLC",2020,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,405729,5.54%,
Director,Teddy R. Price,President,Lagniappe Health Corporation,2020,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,405729,5.54%,
Director,Teddy R. Price,President,"Lagniappe Homecare Northern Louisiana,Inc.",2020,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,405729,5.54%,
Director,Teddy R. Price,President & CEO,"Dixie Holdings,Inc.",2020,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,405729,5.54%,
Director,Teddy R. Price,Member,Louise S. Davis LLC,2020,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,405729,5.54%,
Director,Teddy R. Price,Managing Member,"Gulf South Hospice Services,LLC",2020,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,405729,5.54%,
Director,Teddy R. Price,Member,"Brighton Bridge Hospice,LLC",2020,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,405729,5.54%,
Director,Teddy R. Price,Managing Member,"Tango Papa,LLC",2020,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,405729,5.54%,
Director,Teddy R. Price,Managing Member,"Central Pharmacy,LLC",2020,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,405729,5.54%,
Director,Teddy R. Price,Member,"Healthcare Pharmacy,LLC",2020,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,405729,5.54%,
Director,Teddy R. Price,Member,"Versailles Healthcare,LLC dba Matthews Memorial Health Care Center",2020,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,405729,5.54%,
Director,Teddy R. Price,Member,"5100 Jackson Street Properties,LLC",2020,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,405729,5.54%,
Director,Teddy R. Price,Managing Member,"Annie Mae Matthews Properties,LLC",2020,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,405729,5.54%,
Director,Teddy R. Price,Managing Member,Autumn Leaves Nursing & Rehabilitation Center LLC,2020,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,405729,5.54%,
Director,Teddy R. Price,Managing Member,"Autumn Leaves Properties,LLC",2020,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,405729,5.54%,
Director,Teddy R. Price,Managing Member,"Magnolia Manor Nursing & Rehabilitation Center,LLC",2020,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,405729,5.54%,
Director,Teddy R. Price,Managing Member,"Magnolia Manor Properties,LLC",2020,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,405729,5.54%,
Director,Teddy R. Price,Managing Member,"Behavioral Properties,LLC",2020,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,405729,5.54%,
Director,Teddy R. Price,CEO & Managing Member,"Central Management Co.,LLC",2021,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,424881,5.92%,
Director,Teddy R. Price,President and CEO,Kisatchie Corporation,2021,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,424881,5.92%,
Director,Teddy R. Price,President,"Prico,Inc.",2021,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,424881,5.92%,
Director,Teddy R. Price,President,Magnolia Health Care Corporation,2021,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,424881,5.92%,
Director,Teddy R. Price,Member,"Kisatchie Lake Plantation,LLC",2021,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,424881,5.92%,
Director,Teddy R. Price,Managing Member,"Garden Park Nursing & Rehabilitation Center,LLC",2021,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,424881,5.92%,
Director,Teddy R. Price,Managing Member,"Garden Park Properties,LLC",2021,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,424881,5.92%,
Director,Teddy R. Price,Managing Member,"Resthaven Nursing & Rehabilitation Center,LLC",2021,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,424881,5.92%,
Director,Teddy R. Price,Managing Member,"Resthaven Properties,LLC",2021,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,424881,5.92%,
Director,Teddy R. Price,President,"Harmony House Nursing & Rehabilitation Center,Inc.",2021,Long Term Care Facilities Management,"Red River Bancshares,Inc.",,424881,5.92%,
