Bank,Internal Title,Person,Fiscal Year,RSSD_ID,Stock Class,Number of Shares,Percentage of Ownership
"Security Bancorp,Inc.",Director,robert w. newman,2023,,Common Stock,20220,0.0545
"Security Bancorp,Inc.",Director/Secretary,"herschel wells,jr.",2023,,Common Stock,19244,0.0519
"Sequatchie Valley Bancshares,Inc.",Director & Secretary,l. thomas austin,2018,,,4134,0.2789
"Sequatchie Valley Bancshares,Inc.",Director & Vice President,flavius a. barker,2018,,,2126,0.1434
"Sequatchie Valley Bancshares,Inc.",Chairman & Director,h. glenn barker,2018,,,3044,0.2054
"Sequatchie Valley Bancshares,Inc.",President,john v. barker,2018,,,2352,0.15869999999999998
"Sequatchie Valley Bancshares,Inc.",Director & Secretary,l. thomas austin,2019,,,4134,0.27899999999999997
"Sequatchie Valley Bancshares,Inc.",Director & Vice President,flavius a. barker,2019,,,2026,0.1368
"Sequatchie Valley Bancshares,Inc.",Chairman & Director,h. glenn barker,2019,,,3144,0.2122
"Sequatchie Valley Bancshares,Inc.",President,john v. barker,2019,,,2352,0.1588
"Sequatchie Valley Bancshares,Inc.",Director & Secretary,l. thomas austin,2020,,,4134,0.2803
"Sequatchie Valley Bancshares,Inc.",Director & Vice President,flavius a. barker,2020,,,2026,0.1374
"Sequatchie Valley Bancshares,Inc.",Chairman & Director,h. glenn barker,2020,,,3144,0.2132
"Sequatchie Valley Bancshares,Inc.",President,john v. barker,2020,,,2352,0.1595
"Sequatchie Valley Bancshares,Inc.",Director & Secretary,l. thomas austin,2021,,,4223,0.2863
"Sequatchie Valley Bancshares,Inc.",Director & Vice President,flavius a. barker,2021,,,1026,0.0696
"Sequatchie Valley Bancshares,Inc.",President,john v. barker,2021,,,2352,0.1595
"ServisFirst Bancshares,Inc.",,"blackrock,inc.",2018,,Common Stock,1459311,0.055999999999999994
"ServisFirst Bancshares,Inc.",,"blackrock,inc.",2018,,,1920571,0.132
"ServisFirst Bancshares,Inc.",,"blackrock,inc.",2018,,,4136443,0.07400000000000001
"ServisFirst Bancshares,Inc.",,"blackrock,inc.",2018,,,6727103,0.0868
"ServisFirst Bancshares,Inc.",,"blackrock,inc.",2018,,Common Stock,6828128,0.128
"ServisFirst Bancshares,Inc.",,"blackrock,inc.",2018,,common shares,35976802,0.08039999999999999
"ServisFirst Bancshares,Inc.",,"blackrock,inc.",2018,,common stock,9652497,0.14550000000000002
"ServisFirst Bancshares,Inc.",,"blackrock,inc.",2021,,Common Stock,427524,0.05
"ServisFirst Bancshares,Inc.",,"blackrock,inc.",2021,,Common Stock,117505,0.011000000000000001
"ServisFirst Bancshares,Inc.",,"blackrock,inc.",2021,,,6830309,0.0895
"ServisFirst Bancshares,Inc.",,"blackrock,inc.",2021,,Common Stock,7423879,0.136
"ServisFirst Bancshares,Inc.",,"blackrock,inc.",2021,,outstanding common stock,6108878,0.08810000000000001
"ServisFirst Bancshares,Inc.",,"blackrock,inc.",2021,,Common Stock,13045793,0.09
"ServisFirst Bancshares,Inc.",,"blackrock,inc.",2021,,,1640199,0.08
"ServisFirst Bancshares,Inc.",,"blackrock,inc.",2021,,common stock,9169925,0.14800000000000002
"ServisFirst Bancshares,Inc.",,"black rock,inc.",2023,,Common Stock,1787882,0.106
"Sevier County Bancshares,Inc.",Director,ross b. summitt,2014,,Common Stock,636,0.0542
"Sevier County Bancshares,Inc.",Principal Shareholder,s & k partnership,2014,,Common Stock,1692,0.13369999999999999
"SEVIER COUNTY BANCSHARES,INC.",,s & k partnership,2018,1086458,Common Stock - Class A,94752,0.0645
"SEVIER COUNTY BANCSHARES,INC.",,summitt family investments lp,2018,1086458,Common Stock - Class A,169736,0.11560000000000001
"Se-Fed Bancshares,Inc.",Director,h. douglas farris,2015,558574,Common Stock,5846,0.055521
"Se-Fed Bancshares,Inc.",Director,h. douglas farris,2016,,Common Stock,6161,0.058724
"Se-Fed Bancshares,Inc.",Director,h. douglas farris,2017,,Common Stock,6726,0.064011
"Se-Fed Bancshares,Inc.",Director,h. douglas farris,2020,,Common Stock,7466,0.075533
"Se-Fed Bancshares,Inc.",Director,h. douglas farris,2021,,Common Stock,7466,0.075533
Security Federal Bank,"Chairman,President/ CEO and Director","peter w. hampton,jr.",2014,406778,,28236,0.062
Security Federal Bank,CEO of Security Federal Bank and Director,"peter w. hampton,jr.",2014,406778,,28236,0.062
"SFB Bancorp,Inc.","Chairman,President/CEO and Director","peter w. hampton,jr.",2015,,,25513,0.07
"SFB Bancorp,Inc.","Chairman,President/CEO and Director","peter w. hampton,jr.",2018,,,64962,0.2529
"SFB Bancorp,Inc.","Chairman,President/CEO and Director","peter w. hampton,jr.",2018,,ESOP,2779,0.0108
"SFB Bancorp,Inc.","Director,President of Security Federal Bank and Director",carmella f. price,2018,,,9089,0.0354
"SFB Bancorp,Inc.","Director,President of Security Federal Bank and Director",carmella f. price,2018,,ESOP,6405,0.024900000000000002
"SFB Bancorp,Inc.",Director,harriette hampton revocable trust,2018,,,26490,0.10310000000000001
"SFB Bancorp,Inc.","Chairman,President/CEO and Director","peter w. hampton,jr.",2019,406778,,65012,0.2561
"SFB Bancorp,Inc.","Chairman,President/CEO and Director","peter w. hampton,jr.",2019,406778,ESOP,2779,0.0109
"SFB Bancorp,Inc.",Director,carmella f. price,2019,406778,,9089,0.0358
"SFB Bancorp,Inc.",Director,carmella f. price,2019,406778,ESOP,6406,0.0252
"SFB Bancorp,Inc.","Chairman,President/ CEO and Director CEO of Security Federal Bank and Director","peter w. hampton,jr.",2020,406778,,65012,0.2576
"SFB Bancorp,Inc.","Chairman,President/ CEO and Director CEO of Security Federal Bank and Director","peter w. hampton,jr.",2020,406778,ESOP,2779,0.011000000000000001
"SFB Bancorp,Inc.",President of Security Federal Bank and Director President of Security Federal Bank and Director,carmella f. price,2020,406778,,9089,0.036000000000000004
"SFB Bancorp,Inc.",President of Security Federal Bank and Director President of Security Federal Bank and Director,carmella f. price,2020,406778,ESOP,6406,0.0254
"SmartFinancial,Inc.",Director,"william y. carroll,sr.",2015,,,700,0.0691
"SmartFinancial,Inc.",Director/Vice Chairman,"william y. carroll,sr.",2019,,,700,0.0688
"SmartFinancial,Inc.",Director/Vice Chairman,"william y. carroll,sr.",2022,3532641,,700,0.0687
"SmartFinancial,Inc.",Director/ Vice Chairman,"william y. carroll,sr.",2023,3532641,,700,0.0672
"SmartFinancial,Inc.",Director & Chairman,"william y. carroll,sr.",2014,,Common Stock,96000,0.032
"SmartFinancial,Inc.",Director & Chairman,"william y. carroll,sr.",2014,,Options on Common Stock,87659,0.028999999999999998
"SmartFinancial,Inc.",Director,david a. ogle,2014,,Common Stock,170500,0.057999999999999996
"SmartFinancial,Inc.",Director,david a. ogle,2014,,Options on Common Stock,37659,0.013000000000000001
"SmartFinancial,Inc.",,james d. ogle,2014,,Common Stock,155600,0.052000000000000005
"First Guaranty Bancshares,Inc.","President of Hood Motor Co.,LLC",william k. hood,2023,,N/A - LLC,,0.5
"First Guaranty Bancshares,Inc.","President of Hood Motor Co.,LLC",william k. hood,2023,,,3603667,0.289
"First Guaranty Bancshares,Inc.",Chairman of the Board of Directors,marshall t. reynolds,2023,,,2895583,0.23199999999999998
"First Guaranty Bancshares,Inc.",Director,william k. hood,2016,,N/A - LLC,,0.5
"First Guaranty Bancshares,Inc.",Chairman,marshall t. reynolds,2016,,,1653435,0.217
"First Guaranty Bancshares,Inc.",Director,william k. hood,2017,422433,,1463270,0.166
"First Guaranty Bancshares,Inc.",Director,william k. hood,2017,422433,N/A - LLC,,0.5
"First Guaranty Bancshares,Inc.",Chairman,marshall t. reynolds,2017,422433,,1698379,0.193
"Smith & Hood Holding Company,LLC",Member,william k. hood,2017,,,1463270,0.166
"Smith & Hood Holding Company,LLC",Member,william k. hood,2017,,N/A - LLC,,0.5
"First Guaranty Bancshares,Inc.",Director,william k. hood,2018,422433,,1591057,0.18100000000000002
"First Guaranty Bancshares,Inc.",Director,william k. hood,2018,422433,N/A-LLC,,0.5
"First Guaranty Bancshares,Inc.",Chairman,marshall t. reynolds,2018,422433,,1604252,0.182
"First Guaranty Bancshares,Inc.",Director,william k. hood,2019,422433,,1815479,0.18600000000000003
"First Guaranty Bancshares,Inc.",Member,william k. hood,2019,,,1815479,0.18600000000000003
"First Guaranty Bancshares,Inc.",Chairman,marshall t. reynolds,2019,422433,,1764922,0.18100000000000002
"First Guaranty Bancshares,Inc.",Director,edgar r. smith iii,2019,422433,,1908640,0.196
"First Guaranty Bancshares,Inc.",Director,william k. hood,2021,,,2707409,0.253
"First Guaranty Bancshares,Inc.",Director,william k. hood,2021,,LLC,,0.5
"First Guaranty Bancshares,Inc.",Chairman,marshall t. reynolds,2021,,,2509949,0.23399999999999999
Smith & Hood Holding Company LLC,Member,william k. hood,2021,,,2707409,0.253
Smith & Hood Holding Company LLC,Member,william k. hood,2021,,LLC,,0.5
"Smith & Hood Holding Company,LLC",Member,william k. hood,2022,,N/A - LLC,,0.5
"Smith & Hood Holding Company,LLC",Member,william k. hood,2022,,,2758653,0.257
"Smith & Hood Holding Company,LLC",Director,william k. hood,2022,,N/A - LLC,,0.5
"Smith & Hood Holding Company,LLC",Director,william k. hood,2022,,,2758653,0.257
"First Guaranty Bancshares,Inc.",Director,william k. hood,2022,,N/A - LLC,,0.5
"First Guaranty Bancshares,Inc.",Director,william k. hood,2022,,,2758653,0.257
"First Guaranty Bancshares,Inc.",Chairman of the Board of Directors,marshall t. reynolds,2022,,,2479265,0.231
"First Guaranty Bancshares,Inc.",Board of Directors,marshall t. reynolds,2022,,,2479265,0.231
Friend Bank,Director,marjorie h. harris,2014,,Common Stock,136,0.2259
Friend Bank,Director & Chairman,hope h. johnson,2014,,Common Stock,270,0.4485
Friend Bank,,david lawrence harris trust,2014,,Common Stock,127,0.21100000000000002
Friend Bank,Director & Sec,joseph johnson,2014,,Common Stock,23,0.0382
"SNB Holdings,Inc.",,marjorie h. harris,2015,,Common Stock,136,0.2259
"SNB Holdings,Inc.",Director & Chairman,hope h. johnson,2015,,Common Stock,270,0.4485
"SNB Holdings,Inc.",Director,david lawrence harris trust,2015,,Common Stock,127,0.21100000000000002
"SNB Holdings,Inc.",Director & Chairman,hope h. johnson,2016,,Common Stock,418,0.6944
"SNB Holdings,Inc.",Director & Chairman,hope h. johnson,2017,,Common Stock,533,0.8854000000000001
"SNB Holdings,Inc.",Director & Chairman,hope h. johnson,2021,,Common Stock,529,0.8787
"SNB Holdings,Inc.",Director,judson brooks,2021,,,,0.0033
"SNB Holdings,Inc.",Director & Vice Chairman,joe dalton,2021,,,,0.0083
"SNB Holdings,Inc.",Director,paul hufham,2021,,,,0.0166
"SNB Holdings,Inc.",Director & Secretary/ Treasurer,joseph johnson,2021,,,,0.029900000000000003
"SNB Holdings,Inc.",Director,steve bancroft,2021,,,,0.0033
"SOPERTON BANCSHARES,INCORPORATED",Chairman,"jim l. gillis,jr.",2014,1250736,,2084,0.0559
"SOPERTON BANCSHARES,INCORPORATED",Director/President,"jim l. gillis,iii",2014,1250736,,5711,0.1532
"SOPERTON BANCSHARES,INCORPORATED",Director/Secretary,donald w. gillis,2014,1250736,,3841,0.10310000000000001
"SOPERTON BANCSHARES,INCORPORATED",,margaret lois g. clardy,2014,1250736,,4151,0.1114
"SOPERTON BANCSHARES,INCORPORATED",,jeanmarie g. harris,2014,1250736,,4654,0.1249
"Soperton Bancshares,Incorporated",Director Emeritus,"jim l. gillis,iii",2018,,Common Stock,7973,0.1632
"Soperton Bancshares,Incorporated",Director/Secretary,donald w. gillis,2018,,Common Stock,4914,0.10060000000000001
"Soperton Bancshares,Incorporated",Director/Chairman of the Board,richard m. dennard,2018,,Common Stock,3708,0.0759
"Soperton Bancshares,Incorporated",Director,margaret lois g. clardy,2018,,Common Stock,5977,0.12240000000000001
"Soperton Bancshares,Incorporated",Principal Shareholder,jeanmarie g. harris,2018,,Common Stock,5024,0.10289999999999999
"Soperton Bancshares,Incorporated",Principal Shareholder,"hugh gillis,jr.",2018,,Common Stock,5196,0.10640000000000001
"Soperton Bancshares,Incorporated",Principal Shareholder,kate felton,2018,,Common Stock,5354,0.1096
"Soperton Bancshares,Inc.",Chairman of the Board,richard m. dennard,2020,,Common Stock,5179,0.0885
"Soperton Bancshares,Inc.",Director/Secretary,donald w. gillis,2020,,Common Stock,4914,0.084
"Soperton Bancshares,Inc.",Director,margaret lois g. clardy,2020,,Common Stock,7417,0.1268
"Soperton Bancshares,Inc.",Principal Shareholder,"hugh gillis,jr.",2020,,Common Stock,6448,0.11019999999999999
"Soperton Bancshares,Inc.",Principal Shareholder,jeanmarie g. harris,2020,,Common Stock,5024,0.0859
"Soperton Bancshares,Inc.",Chairman of the Board,richard m. dennard,2021,,Common Stock,5983,0.09
"Soperton Bancshares,Inc.",Director/Secretary,donald w. gillis,2021,,Common Stock,4914,0.0739
"Soperton Bancshares,Inc.",Director/President,"chandler maurice beasley,iii",2021,,Common Stock,3845,0.057800000000000004
"Soperton Bancshares,Inc.",Principal Shareholder,"hugh gillis,jr.",2021,,Common Stock,7327,0.11019999999999999
"Soperton Bancshares,Inc.",Principal Shareholder,jeanmarie g. harris,2021,,Common Stock,5024,0.0756
"Soperton Bancshares,Inc.","Director,Chairman of the Board",richard m. dennard,2022,,Common Stock,5983,0.09
"Soperton Bancshares,Inc.",Director/Secretary,donald w. gillis,2022,,Common Stock,4914,0.0739
"Soperton Bancshares,Inc.",Director/President,"chandler maurice beasley,iii",2022,,Common Stock,3845,0.057800000000000004
"Soperton Bancshares,Inc.",Director,margaret lois g. clardy,2022,,Common Stock,8428,0.1268
"Soperton Bancshares,Inc.",Principal Shareholder,"hugh gillis,jr.",2022,,Common Stock,7327,0.11019999999999999
"Soperton Bancshares,Inc.",Principal Shareholder,jeanmarie g. harris,2022,,Common Stock,5024,0.0756
"Southeastern Bancorp,Inc",Chairman President and Director,anthony t moore,2018,,common stock,94540,0.0843
"Southeastern Bancorp,Inc",Chairman President and Director,anthony t moore,2018,,,1177,0.375
"Southeastern Bancorp,Inc",Director,barney b regen,2018,,,208,0.0663
"Southeastern Bancorp,Inc",Secretary,joe s corlew,2018,,,193,0.061500000000000006
Southeastern Banking Corporation,Executive Vice President and Director,alyson g. beasley,2014,,common stock,823319,0.2589
Southeastern Banking Corporation,,william downey,2014,,common stock,182514,0.0574
SOUTHEASTERN BANKING CORPORATION,Executive Vice President and Director,alyson g. beasley,2016,,common stock,823319,0.2594
SOUTHEASTERN BANKING CORPORATION,,william downey,2016,,common stock,182514,0.0575
Southeastern Banking Corporation,Executive Vice President and Director,alyson g. beasley,2017,,common stock,823319,0.2594
Southeastern Banking Corporation,Treasurer and Director,alyson g. beasley,2017,,common stock,823319,0.2594
Southeastern Banking Corporation,,william downey,2017,,common stock,182514,0.0575
Southeastern Banking Corporation,Executive Vice President and Director,alyson g. beasley,2018,210238,shares common stock,823319,0.2612
Southeastern Banking Corporation,,william downey,2018,210238,shares common stock,182514,0.0579
Southeastern Banking Corporation,,estate of william downey,2020,,common stock,182514,0.0579
SOUTHEASTERN BANKING CORPORATION,Executive Vice President and Director,alyson g. beasley,2022,,common stock,816509,0.2591
SOUTHEASTERN BANKING CORPORATION,Executive Vice President and Director,alyson g. beasley,2023,,common stock,816509,0.2591
SOUTHEASTERN BANKING CORPORATION,Director,albert p. downey,2023,,common stock,190405,0.0604
Southeastern Bank Financial Corporation,"Director,CEO",r. daniel blanton,2014,,Common Stock,552357,0.0819
Southeastern Bank Financial Corporation,"Director,Chairman","robert w. pollard,jr.",2014,,Common Stock,566910,0.08410000000000001
Southeastern Bank Financial Corporation,,"rwp,sr. enterprises",2014,,"LLLP,Common Stock",1017742,0.1509
"Southeastern Financial,Inc",Chairman,"robert w. poellnitz,jr.",2016,3814459,,159858,0.27187
"Southeastern Financial,Inc",Director,"h. chester boston,jr.",2016,3814459,,54290,0.09537000000000001
"Southeastern Financial,Inc",Director,lehman pendley,2016,3814459,,100194,0.17601
"Southeastern Financial,Inc",Chairman,"robert w. poellnitz,jr.",2017,,,159858,0.27187
"Southeastern Financial,Inc",Director,"h. chester boston,jr.",2017,,,54290,0.09537000000000001
"Southeastern Financial,Inc",Director,lehman pendley,2017,,,100194,0.17601
"Southeastern Financial,Inc",Chairman,"robert w. poellnitz,jr.",2018,,,154768,0.27187
"Southeastern Financial,Inc",Director,"h. chester boston,jr.",2018,,,54290,0.09537000000000001
"Southeastern Financial,Inc",Director,lehman pendley,2018,,,100194,0.17601
"Southeastern Financial,Inc",Chairman,"robert w. poellnitz,jr.",2019,,,154768,0.27187
"Southeastern Financial,Inc",Director,"h. chester boston,jr.",2019,,,54290,0.09537000000000001
"Southeastern Financial,Inc",Director,lehman pendley,2019,,,100194,0.17601
"Southeastern Financial,Inc",Chairman,"robert w. poellnitz,jr.",2020,,,154768,0.27187
"Southeastern Financial,Inc",Director,"h. chester boston,jr.",2020,,,54290,0.09537000000000001
"Southeastern Financial,Inc",Director,lehman pendley,2020,,,100194,0.17601
"Southeastern Financial,Inc",Chairman,"robert w. poellnitz,jr.",2021,,,154768,0.27187
"Southeastern Financial,Inc",Director,"h. chester boston,jr.",2021,,,54290,0.09537000000000001
"Southeastern Financial,Inc",Director,lehman pendley,2021,,,100194,0.17601
"The Southern Banc Company,Inc.",Director & President,gates little,2018,0002496193,Common Stock,79498,0.0986
"The Southern Banc Company,Inc.",Director,"thomas alan ritchie,jr.",2018,0002496193,,100,0.0001
"The Southern Banc Company,Inc.",Director,f. michael haney,2018,Attorney,,100,0.0001
"The Southern Banc Company,Inc.",Director,f. michael haney,2018,0002496193,,100,0.0001
"The Southern Banc Company,Inc.",Director,"thomas f. dowling,iii",2018,0002496193,,12123,0.015
"The Southern Banc Company,Inc.",Director,"john e. bell,iii",2018,0002496193,,100,0.0001
"The Southern Banc Company,Inc.",Director & President,gates little,2019,0002496193,Common Stock,79498,0.0986
"The Southern Banc Company,Inc.",Director,"thomas alan ritchie,jr.",2019,0002496193,,100,0.0001
"The Southern Banc Company,Inc.",Director,f. michael haney,2019,Attorney,,100,0.0001
"The Southern Banc Company,Inc.",Director,"thomas f. dowling,iii",2019,0002496193,,7273,0.009000000000000001
"The Southern Banc Company,Inc.",Director,"john e. bell,iii",2019,0002496193,,100,0.0001
"The Southern Banc Company,Inc.",Director & President,gates little,2022,0002496193,Common Stock,83193,0.1032
"The Southern Banc Company,Inc.",Director,"thomas alan ritchie,jr.",2022,0002496193,,100,0.0001
"The Southern Banc Company,Inc.",Director,"thomas f. dowling,iii",2022,0002496193,,373,0.0005
"The Southern Banc Company,Inc.",Director,"john e. bell,iii",2022,0002496193,,100,0.0001
"The Southern Banc Company,Inc.",,james pendergast,2022,0002496193,Common Stock,42236,0.0524
