Internal Title,Person,Fiscal Year,Bank_y,Stock Class,Number of Shares,Percentage of Ownership,RSSD_ID_y
Chairman & CEO,John Tringas,2018,Southern National Bank,Common Stk,15627,29%,
Chairman & CEO,John Tringas,2018,Southern National Bank,Common Stk,15627,29%,
Chairman & CEO,John Tringas,2018,Southern National Bank,Common Stk,15627,29%,
Chairman & CEO,John Tringas,2018,Southern National Bank,Common Stk,15627,29%,
Director,Alex Tringas,2020,"Southern National Banks,Inc.",Common Stk,5434,11%,
Director,Alex Tringas,2020,"Southern National Banks,Inc.",Common Stk,5434,11%,
Director,Lark Tringas Bostick,2020,"Southern National Banks,Inc.",Common Stk,4967,10%,
Director,Lark Tringas Bostick,2020,"Southern National Banks,Inc.",Common Stk,4020,8%,
Director,Lark Tringas Bostick,2020,"Southern National Banks,Inc.",Common Stk,4967,10%,
Director,Lark Tringas Bostick,2020,"Southern National Banks,Inc.",Common Stk,4020,8%,
Director,Lark Tringas Bostick,2020,"Southern National Banks,Inc.",Common Stk,4967,10%,
Director,Lark Tringas Bostick,2020,"Southern National Banks,Inc.",Common Stk,4020,8%,
Chairman & CEO,John Tringas,2020,"Southern National Banks,Inc.",Common Stk,14700,29%,
Chairman & CEO,John Tringas,2020,"Southern National Banks,Inc.",Common Stk,14700,29%,
Chairman & CEO,John Tringas,2020,"Southern National Banks,Inc.",Common Stk,14700,29%,
Chairman & CEO,John Tringas,2020,"Southern National Banks,Inc.",Common Stk,14700,29%,
Chairman & CEO,John Tringas,2020,"Southern National Banks,Inc.",Common Stk,14700,29%,
Chairman & CEO,John Tringas,2020,"Southern National Banks,Inc.",Common Stk,14700,29%,
Director,Alex Tringas,2021,"Southern National Bank,Inc.",Common Stk,5434,11%,
Director,Alex Tringas,2021,"Southern National Bank,Inc.",Common Stk,5434,11%,
Director,Lark Tringas Bostick,2021,"Southern National Bank,Inc.",Common Stk,4967,10%,
Director,Lark Tringas Bostick,2021,"Southern National Bank,Inc.",Common Stk,4020,8%,
Director,Lark Tringas Bostick,2021,"Southern National Bank,Inc.",Common Stk,4967,10%,
Director,Lark Tringas Bostick,2021,"Southern National Bank,Inc.",Common Stk,4020,8%,
Director,Lark Tringas Bostick,2021,"Southern National Bank,Inc.",Common Stk,4967,10%,
Director,Lark Tringas Bostick,2021,"Southern National Bank,Inc.",Common Stk,4020,8%,
Chairman & CEO,John Tringas,2021,"Southern National Bank,Inc.",Common Stk,14700,29%,
Chairman & CEO,John Tringas,2021,"Southern National Bank,Inc.",Common Stk,14700,29%,
Chairman & CEO,John Tringas,2021,"Southern National Bank,Inc.",Common Stk,14700,29%,
Chairman & CEO,John Tringas,2021,"Southern National Bank,Inc.",Common Stk,14700,29%,
Chairman & CEO,John Tringas,2021,"Southern National Bank,Inc.",Common Stk,14700,29%,
Chairman & CEO,John Tringas,2021,"Southern National Bank,Inc.",Common Stk,14700,29%,
Chairman & CEO,John Tringas,2021,"Southern National Bank,Inc.",Common Stk,14700,29%,
Vice Chairman,"J. Larry Beasley,Sr.",2022,"Southern National Banks,Inc.",Common Stock,124029,11.33%,
President and CEO,"Charles S. Hall,Sr.",2022,"Southern National Banks,Inc.",Common Stock,116681,10.66%,
Director,"James E. Helfrich,Jr.",2022,"Southern National Banks,Inc.",Common Stock,111330,10.16%,
Director,Harry H. Bell,2022,"Southern National Banks,Inc.",Common Stock,139448,12.73%,
Director,David A. Donaldson,2022,"Southern National Banks,Inc.",Common Stock,116747,10.66%,
Director,Alex Tringas,2023,"Southern National Banks,Inc",Common Stk,5434,11%,0001129823
Director,Alex Tringas,2023,"Southern National Banks,Inc",Common Stk,5434,11%,0001129823
Director,Lark Tringas Bostick,2023,"Southern National Banks,Inc",Common Stk,5160,10%,0001129823
Director,Lark Tringas Bostick,2023,"Southern National Banks,Inc",Common Stk,4020,8%,0001129823
Director,Lark Tringas Bostick,2023,"Southern National Banks,Inc",Common Stk,5160,10%,0001129823
Director,Lark Tringas Bostick,2023,"Southern National Banks,Inc",Common Stk,4020,8%,0001129823
Director,Lark Tringas Bostick,2023,"Southern National Banks,Inc",Common Stk,5160,10%,0001129823
Director,Lark Tringas Bostick,2023,"Southern National Banks,Inc",Common Stk,4020,8%,0001129823
Chairman & CEO,John Tringas,2023,"Southern National Banks,Inc",Common Stk,14700,29%,0001129823
Chairman & CEO,John Tringas,2023,"Southern National Banks,Inc",Common Stk,14700,29%,0001129823
Chairman & CEO,John Tringas,2023,"Southern National Banks,Inc",Common Stk,14700,29%,0001129823
Chairman & CEO,John Tringas,2023,"Southern National Banks,Inc",Common Stk,14700,29%,0001129823
Chairman & CEO,John Tringas,2023,"Southern National Banks,Inc",Common Stk,14700,29%,0001129823
Chairman & CEO,John Tringas,2023,"Southern National Banks,Inc",Common Stk,14700,29%,0001129823
Chairman & CEO,John Tringas,2023,"Southern National Banks,Inc",Common Stk,14700,29%,0001129823
Chairman & CEO,John Tringas,2023,"Southern National Banks,Inc",Common Stk,14700,29%,0001129823
Director,Floyd C Davis Sr,2019,"Southern States Bancshares,Inc.",Common Stock,671488,9.81%,
Director,Floyd C Davis Sr,2020,"Southern States Bancshares,Inc.",Common Stock,671488,9.77%,
,"Luther S. Pate,IV",2015,SouthFirst Bancshares,common stock,70850,10.1%,
,Dr. Andrew Martin,2015,SouthFirst Bancshares,common stock,42542,6.06%,
,"Luther S. Pate,IV",2020,SouthFirst Bancshares,common stock,70850,10.1%,
,Charlotte B. Smith*,2016,"SouthPoint Bancshares,Inc.",Common Stock,3005,0.15%,
,Charlotte B. Smith,2017,"South Point Bancshares,Inc.",Common Stock,3005,0.15%,
,Charlotte B. Smith,2018,"SouthPoint Bancshares,Inc.",Common Stock,3005,0.15%,
,Charlotte B. Smith*,2019,"SouthPoint Bancshares,Inc.",Common Stock,3005,0.15%,
,Charlotte B. Smith,2020,"SouthPoint Bancshares,Inc.",Common Stock,3005,0.15%,
,Charlotte B. Smith*,2021,"SouthPoint Bancshares,Inc.",Common Stock,3005,0.15%,
,Charlotte B. Smith*,2023,"SouthPoint Bancshares,Inc.",Common Stock,3005,0.10%,
Director,William A. Granade,2016,"SOUTHWEST BANC SHARES,INC.",Common Stock,5067,7.10%,
"Director,Vice President",Stanley G. Moore,2016,"SOUTHWEST BANC SHARES,INC.",Common Stock,10556,14.80%,
Director,William A. Granade,2017,"SOUTHWEST BANC SHARES,INC.",Common Stock,5067,7.10%,
Shareholder,Stanley G. Moore,2017,"SOUTHWEST BANC SHARES,INC.",Common Stock,10556,14.80%,
Director & President,"James M. Biglane,Trustee of Denton B. Biglane 2011 Trust",2015,"Southwest Security,Inc.",Common Stock Shares,13847,11.10%,1081686
Director & President,"James M. Biglane,Trustee of Denton B. Biglane 2011 Trust",2015,"Southwest Security,Inc.",Common Stock Shares,13847,11.10%,1081686
Director & President,"James M. Biglane,Trustee of Denton B. Biglane 2011 Trust",2015,"Southwest Security,Inc.",Common Stock Shares,13847,11.10%,1081686
Director & President,"James M. Biglane,Trustee of Denton B. Biglane 2011 Trust",2015,"Southwest Security,Inc.",Common Stock Shares,13847,11.10%,1081686
Director & President,"James M. Biglane,Trustee of Denton B. Biglane 2011 Trust",2015,"Southwest Security,Inc.",Common Stock Shares,13847,11.10%,1081686
Director & President,"James M. Biglane,Trustee of Denton B. Biglane 2011 Trust",2015,"Southwest Security,Inc.",Common Stock Shares,13847,11.10%,1081686
Director & President,"James M. Biglane,Trustee of Denton B. Biglane 2011 Trust",2015,"Southwest Security,Inc.",Common Stock Shares,13847,11.10%,1081686
Director & President,"James M. Biglane,Trustee of Denton B. Biglane 2011 Trust",2015,"Southwest Security,Inc.",Common Stock Shares,13847,11.10%,1081686
Director & President,"James M. Biglane,Trustee of Denton B. Biglane 2011 Trust",2015,"Southwest Security,Inc.",Common Stock Shares,13847,11.10%,1081686
Director & President,"James M. Biglane,Trustee of Denton B. Biglane 2011 Trust",2015,"Southwest Security,Inc.",Common Stock Shares,13847,11.10%,1081686
Director & President,"James M. Biglane,Trustee of Denton B. Biglane 2011 Trust",2015,"Southwest Security,Inc.",Common Stock Shares,13847,11.10%,1081686
Director & President,"James M. Biglane,Trustee of Denton B. Biglane 2011 Trust",2015,"Southwest Security,Inc.",Common Stock Shares,13847,11.10%,1081686
,"Southwest Security,Inc. ESOP",2015,"Southwest Security,Inc.",Common Stock Shares,14367,11.52%,1081686
,"Southwest Security,Inc. ESOP",2016,"Southwest Security,Inc.",Common Stock Shares,14367,11.52%,
,"Southwest Security,Inc. ESOP",2017,"Southwest Security,Inc.",Common Stock Shares,14367,11.52%,
"Director,Executive Vice President and Secretary",Lawrence Bennett,2017,South Banking Company,common shares,209,3.51%,
"Director,Executive Vice President and Secretary",Lawrence Bennett,2017,South Banking Company,common shares,266,4.47%,
"Director,Executive Vice President and Secretary",Lawrence Bennett,2017,South Banking Company,common shares,3321,55.81%,
"Director,Executive Vice President and Secretary",Lawrence Bennett,2017,South Banking Company,common shares,5,0.08%,
"Director,Executive Vice President and Secretary",Lawrence Bennett,2017,South Banking Company,common shares,242,4.07%,
"Director,Executive Vice President and Secretary",Lawrence Bennett,2017,South Banking Company,common shares,209,3.51%,
"Director,Executive Vice President and Secretary",Lawrence Bennett,2017,South Banking Company,common shares,266,4.47%,
"Director,Executive Vice President and Secretary",Lawrence Bennett,2017,South Banking Company,common shares,3321,55.81%,
"Director,Executive Vice President and Secretary",Lawrence Bennett,2017,South Banking Company,common shares,5,0.08%,
"Director,Executive Vice President and Secretary",Lawrence Bennett,2017,South Banking Company,common shares,242,4.07%,
"Director,Executive Vice President and Secretary",Lawrence Bennett,2017,South Banking Company,common shares,209,3.51%,
"Director,Executive Vice President and Secretary",Lawrence Bennett,2017,South Banking Company,common shares,266,4.47%,
"Director,Executive Vice President and Secretary",Lawrence Bennett,2017,South Banking Company,common shares,3321,55.81%,
"Director,Executive Vice President and Secretary",Lawrence Bennett,2017,South Banking Company,common shares,5,0.08%,
"Director,Executive Vice President and Secretary",Lawrence Bennett,2017,South Banking Company,common shares,242,4.07%,
"Director,President & Treasurer",Paul T. Bennett,2018,South Banking Company,common shares,1707,28.68%,1081622
"Director,President & Treasurer",Paul T. Bennett,2018,South Banking Company,common shares,15,0.25%,1081622
"Director,President & Treasurer",Paul T. Bennett,2018,South Banking Company,,5,0.08%,1081622
"Director,President & Treasurer",Paul T. Bennett,2018,South Banking Company,,242,4.07%,1081622
"Director,President & Treasurer",Paul T. Bennett,2018,South Banking Company,common shares,1707,28.68%,1081622
"Director,President & Treasurer",Paul T. Bennett,2018,South Banking Company,common shares,15,0.25%,1081622
"Director,President & Treasurer",Paul T. Bennett,2018,South Banking Company,,5,0.08%,1081622
"Director,President & Treasurer",Paul T. Bennett,2018,South Banking Company,,242,4.07%,1081622
"Director,Executive Vice President & Secretary",Lawrence Bennett,2018,South Banking Company,common shares,1316,22.11%,1081622
"Director,Executive Vice President & Secretary",Lawrence Bennett,2018,South Banking Company,common shares,266,4.47%,1081622
"Director,Executive Vice President & Secretary",Lawrence Bennett,2018,South Banking Company,,5,0.08%,1081622
"Director,Executive Vice President & Secretary",Lawrence Bennett,2018,South Banking Company,,242,4.07%,1081622
"Director,Executive Vice President & Secretary",Lawrence Bennett,2018,South Banking Company,common shares,1316,22.11%,1081622
"Director,Executive Vice President & Secretary",Lawrence Bennett,2018,South Banking Company,common shares,266,4.47%,1081622
"Director,Executive Vice President & Secretary",Lawrence Bennett,2018,South Banking Company,,5,0.08%,1081622
"Director,Executive Vice President & Secretary",Lawrence Bennett,2018,South Banking Company,,242,4.07%,1081622
Director,"Harry Keith Bennett,Jr.",2018,South Banking Company,common shares,277,4.65%,1081622
Director,"Harry Keith Bennett,Jr.",2018,South Banking Company,common shares,56,0.94%,1081622
,Lillian B. Johnson,2018,South Banking Company,common shares,320,5.38%,1081622
"Director,President & Treasurer",Paul T. Bennett,2019,South Banking Company,common shares,1707,28.93%,
"Director,President & Treasurer",Paul T. Bennett,2019,South Banking Company,common shares,15,0.25%,
"Director,President & Treasurer",Paul T. Bennett,2019,South Banking Company,,5,0.08%,
"Director,President & Treasurer",Paul T. Bennett,2019,South Banking Company,,242,4.10%,
"Director,President & Treasurer",Paul T. Bennett,2019,South Banking Company,common shares,1707,28.93%,
"Director,President & Treasurer",Paul T. Bennett,2019,South Banking Company,common shares,15,0.25%,
"Director,President & Treasurer",Paul T. Bennett,2019,South Banking Company,,5,0.08%,
"Director,President & Treasurer",Paul T. Bennett,2019,South Banking Company,,242,4.10%,
"Director,Executive Vice President & Secretary",Lawrence Bennett,2019,South Banking Company,common shares,1316,22.31%,
"Director,Executive Vice President & Secretary",Lawrence Bennett,2019,South Banking Company,common shares,266,4.51%,
"Director,Executive Vice President & Secretary",Lawrence Bennett,2019,South Banking Company,,5,0.08%,
"Director,Executive Vice President & Secretary",Lawrence Bennett,2019,South Banking Company,,242,4.10%,
"Director,Executive Vice President & Secretary",Lawrence Bennett,2019,South Banking Company,common shares,1316,22.31%,
"Director,Executive Vice President & Secretary",Lawrence Bennett,2019,South Banking Company,common shares,266,4.51%,
"Director,Executive Vice President & Secretary",Lawrence Bennett,2019,South Banking Company,,5,0.08%,
"Director,Executive Vice President & Secretary",Lawrence Bennett,2019,South Banking Company,,242,4.10%,
"Chairman of the Board Pineland Bank,Director & Secretary",Paul T. Bennett,2020,South Banking Company,common shares,1786,30.27%,
"Chairman of the Board Pineland Bank,Director & Secretary",Paul T. Bennett,2020,South Banking Company,common shares,13,0.22%,
"Chairman of the Board Pineland Bank,Director & Secretary",Paul T. Bennett,2020,South Banking Company,,5,0.08%,
"Chairman of the Board Pineland Bank,Director & Secretary",Paul T. Bennett,2020,South Banking Company,,242,4.10%,
"Chairman of the Board Pineland Bank,Director & Secretary",Paul T. Bennett,2020,SOUTH GEORGIA BANKSHARES CORPORATION,,24147,27%,
"Chairman of the Board Pineland Bank,Director & Secretary",Paul T. Bennett,2020,South Banking Company,common shares,1786,30.27%,
"Chairman of the Board Pineland Bank,Director & Secretary",Paul T. Bennett,2020,South Banking Company,common shares,13,0.22%,
"Chairman of the Board Pineland Bank,Director & Secretary",Paul T. Bennett,2020,South Banking Company,,5,0.08%,
"Chairman of the Board Pineland Bank,Director & Secretary",Paul T. Bennett,2020,South Banking Company,,242,4.10%,
"Chairman of the Board Pineland Bank,Director & Secretary",Paul T. Bennett,2020,SOUTH GEORGIA BANKSHARES CORPORATION,,24147,27%,
"Vice Chairman of the Board - Pineland Bank,Director and Vice President",Lawrence Bennett,2020,South Banking Company,common shares,1316,22.31%,
"Vice Chairman of the Board - Pineland Bank,Director and Vice President",Lawrence Bennett,2020,South Banking Company,common shares,276,4.68%,
"Vice Chairman of the Board - Pineland Bank,Director and Vice President",Lawrence Bennett,2020,South Banking Company,,5,0.08%,
"Vice Chairman of the Board - Pineland Bank,Director and Vice President",Lawrence Bennett,2020,South Banking Company,,242,4.10%,
"Vice Chairman of the Board - Pineland Bank,Director and Vice President",Lawrence Bennett,2020,South Banking Company,common shares,1316,22.31%,
"Vice Chairman of the Board - Pineland Bank,Director and Vice President",Lawrence Bennett,2020,South Banking Company,common shares,276,4.68%,
"Vice Chairman of the Board - Pineland Bank,Director and Vice President",Lawrence Bennett,2020,South Banking Company,,5,0.08%,
"Vice Chairman of the Board - Pineland Bank,Director and Vice President",Lawrence Bennett,2020,South Banking Company,,242,4.10%,
Director,"Harry Keith Bennett,Jr.",2020,South Banking Company,common shares,384,6.51%,
Director,"Harry Keith Bennett,Jr.",2020,South Banking Company,common shares,56,0.95%,
"Director,President & Treasurer",Paul T. Bennett,2021,South Banking Company,common shares,1900,32.20%,
"Director,President & Treasurer",Paul T. Bennett,2021,South Banking Company,common shares,16,0.27%,
"Director,President & Treasurer",Paul T. Bennett,2021,South Georgia Bankshares,,26684,30%,
"Director,President & Treasurer",Paul T. Bennett,2021,South Banking Company,common shares,1900,32.20%,
"Director,President & Treasurer",Paul T. Bennett,2021,South Banking Company,common shares,16,0.27%,
"Director,President & Treasurer",Paul T. Bennett,2021,South Georgia Bankshares,,26684,30%,
"Director,Executive Vice President & Secretary",Lawrence Bennett,2021,South Banking Company,common shares,1316,22.31%,
"Director,Executive Vice President & Secretary",Lawrence Bennett,2021,South Banking Company,common shares,400,6.78%,
Director,"Harry Keith Bennett,Jr.",2021,South Banking Company,common shares,384,6.51%,
Director,"Harry Keith Bennett,Jr.",2021,South Banking Company,common shares,56,0.95%,
Director,"Harry Keith Bennett,Jr.",2021,South Banking Company,common shares,384,6.51%,
Director,"Harry Keith Bennett,Jr.",2021,South Banking Company,common shares,56,0.95%,
Chairman of Board,G. Pait Willis,2015,South Georgia Bank Holding Company,,103543,5.654%,
President,"Glenn P. Willis,Jr.",2015,South Georgia Bank Holding Company,,22104,1.207%,
,BENNETT FAMILY LIMITED,2016,South Georgia Bankshares Corporation,,5074,5.71%,
CHAIRMAN DIRECTOR,PAULT BENNETT,2016,South Georgia Bankshares Corporation,,0.03%,,
CHAIRMAN DIRECTOR,PAULT BENNETT,2016,South Georgia Bankshares Corporation,,0.03%,,
CHAIRMAN DIRECTOR,PAULT BENNETT,2016,South Georgia Bankshares Corporation,,0.03%,,
CHAIRMAN DIRECTOR,PAULT BENNETT,2016,South Georgia Bankshares Corporation,,0.03%,,
DIRECTOR,BILLY BENTON,2016,South Georgia Bankshares Corporation,,0.01%,,
DIRECTOR,W.M. MCDONALD,2016,South Georgia Bankshares Corporation,,0.0000,,
DIRECTOR,BEN NEWTON,2016,South Georgia Bankshares Corporation,,0.43%,,
DIRECTOR,"R.T. STANLEY,JR.",2016,South Georgia Bankshares Corporation,,0.0563,,
DIRECTOR,AL D ROSS,2016,South Georgia Bankshares Corporation,,0.0115,,
EVP & DIRECTOR,WENDELL H DΙΧΟΝ,2016,South Georgia Bankshares Corporation,,0.0022,,
"President,CEO and Director",Jimmy Dubberly,2015,South Georgia Bank,Common Stock,14306,6.565%,3049569
"President,CEO and Director",Jimmy Dubberly,2015,South Georgia Bank,Options,7500,,3049569
Director,Jackie Dasher,2015,South Georgia Bank,Common Stock,13975,6.413%,3049569
Director,Jackie Dasher,2015,South Georgia Bank,Options,1500,,3049569
"President,CEO and Director",Jimmy Dubberly,2016,South Group Bancshares,Common Stock,13281,6.094%,3049569
Director,Jackie Dasher,2016,South Group Bancshares,Common Stock,13975,6.413%,3049569
Director,Jackie Dasher,2017,South Group Bancshares,Common Stock,13975,6.519%,3049569
Director,Edward L. Nelson,2017,South Group Bancshares,Common Stock,15790,7.366%,3049569
Director,Raymond J. Authement,2015,South Louisiana Bank,Common Stock,24254,6.82%,
Director,"Francis O. Bourg,III",2015,South Louisiana Bank,Common Stock,22934,6.45%,
Director,"Francis O. Bourg,III",2017,South Louisiana Financial Corporation,Common Stock,22946,6.45%,
Director,"Francis O. Bourg,III",2019,South Louisiana Financial Corporation,Common Stock,22982,6.44%,
Director,"Francis O. Bourg,III",2021,South Louisiana Financial Corporation,Common Stock,22982,6.33%,
Director,"Francis O. Bourg,III",2021,South Louisiana Financial Corporation,Common Stock,22982,6.33%,
"Houma,LA",2022,,Traditions Bancshares,"CULLMAN VENTURES,LLC",,,9.98%
"Houma,LA",2022,,Traditions Bancshares,"CULLMAN VENTURES,LLC",,,9.98%
Director,H. Carter Leak III,2020,"St Francisville Bancshares,Inc.",,73484,36.71,
Chairman of the Board,W. Conville Lemoine,2020,"St Francisville Bancshares,Inc.",,50325,25.16,
