Bank,Internal Title,Person,External Title,Affiliation,Fiscal Year,Occupation,Percentage of Voting Shares,RSSD_ID,Percentage of Voting Shares in Subsidiaries,URL_Bank_Name,Table Presence
"Oak Ridge Bancshares,Inc.""""","Prinipal owner,VSB Farms""",Partner,Robertson Produce,Partner,New Ingleside Farming Co. II,Member,RBB Farms,LLC,Member,"Oak Ridge Bancshares, Inc._Y-6_2023-12-31T00_00_00_English",both
"Oak Ridge Bancshares,Inc.""""","President,Barham Properties II""",LLC,Member,Barham Properties 1,LLC,Owner,Barham Homeplace LLC,Partner,"Pipes Partnership"",Robert Berry Barham""","Oak Ridge Bancshares, Inc._Y-6_2023-12-31T00_00_00_English",both
"Oak Ridge Bancshares,Inc.""""","President,Barham Properties II""",LLC,Member,Barham Properties 1,LLC,Owner,Barham Homeplace LLC,Partner,"Pipes Partnership"",Robert Berry Barham""","Oak Ridge Bancshares, Inc._Y-6_2023-12-31T00_00_00_English",both
"Oak Ridge Bancshares,Inc.""""","President,Barham Properties II""",LLC,Member,Barham Properties 1,LLC,Owner,Barham Homeplace LLC,Partner,"Pipes Partnership"",Robert Berry Barham""","Oak Ridge Bancshares, Inc._Y-6_2023-12-31T00_00_00_English",both
"Oak Ridge Bancshares,Inc.""""","President,Barham Properties II""",LLC,Member,Barham Properties 1,LLC,Owner,Barham Homeplace LLC,Partner,"Pipes Partnership"",Robert Berry Barham""","Oak Ridge Bancshares, Inc._Y-6_2023-12-31T00_00_00_English",both
"Oak Ridge Bancshares,Inc.""""","Director,Bank of Oak Ridge""",President/Owner,Dan Barr Farms II,Partner,Barr Holdings,"LLC"",Daniel Clay Barr II""",n/a,"Barr Holdings,LLC""""",2023,"Oak Ridge Bancshares, Inc._Y-6_2023-12-31T00_00_00_English",both
"Oak Ridge Bancshares,Inc.""""","Director,Bank of Oak Ridge""",President/Owner,Dan Barr Farms II,Partner,Barr Holdings,"LLC"",Virginia Hope Barr Robertson""",n/a,"Barr Holdings,LLC""""",2023,"Oak Ridge Bancshares, Inc._Y-6_2023-12-31T00_00_00_English",both
"Oak Ridge Bancshares,Inc.""""","Director,Bank of Oak Ridge""",President/Owner,Dan Barr Farms II,Partner,Barr Holdings,"LLC"",Jesse S.Barr""",n/a,"Barr Holdings,LLC""""",2023,"Oak Ridge Bancshares, Inc._Y-6_2023-12-31T00_00_00_English",both
"Oak Ridge Bancshares,Inc.""""","Director,Bank of Oak Ridge""",Member,Larkin Plantation Farms,Secretary,Pipes Farms,Inc.,General Partner,Pipes Partnership,General Partner,"Oak Ridge Bancshares, Inc._Y-6_2023-12-31T00_00_00_English",both
"Oak Ridge Bancshares,Inc.""""","Director,Bank of Oak Ridge""",Member,Larkin Plantation Farms,Secretary,Pipes Farms,Inc.,General Partner,Pipes Partnership,General Partner,"Oak Ridge Bancshares, Inc._Y-6_2023-12-31T00_00_00_English",both
"Oak Ridge Bancshares,Inc.""""","Director,Bank of Oak Ridge""",Member,Larkin Plantation Farms,Secretary,Pipes Farms,Inc.,General Partner,Pipes Partnership,General Partner,"Oak Ridge Bancshares, Inc._Y-6_2023-12-31T00_00_00_English",both
"Oak Ridge Bancshares,Inc.""""","Director,Bank of Oak Ridge""",Member,Larkin Plantation Farms,Secretary,Pipes Farms,Inc.,General Partner,Pipes Partnership,General Partner,"Oak Ridge Bancshares, Inc._Y-6_2023-12-31T00_00_00_English",both
"Oak Ridge Bancshares,Inc.""""","Director,Bank of Oak Ridge""",Member,Larkin Plantation Farms,Secretary,Pipes Farms,Inc.,General Partner,Pipes Partnership,General Partner,"Oak Ridge Bancshares, Inc._Y-6_2023-12-31T00_00_00_English",both
"Oak Ridge Bancshares,Inc.""""","Director,Bank of Oak Ridge""",Executive Vice President,"Bank of Oak Ridge"",Thomas Eugene Allen""","Partner,Cotton""",Bolton,Hoychick & Doughty,"LLP"",Cotton",Bolton,Hoychick & Doughty,"Oak Ridge Bancshares, Inc._Y-6_2023-12-31T00_00_00_English",both
"Oak Ridge Bancshares,Inc.""""","Executive Vice President,Bank of Oak Ridge""""",Thomas Eugene Allen,"Partner,Cotton""",Bolton,Hoychick & Doughty,"LLP"",Sports City","Inc."",2023""",Attorney,1.30%,"Oak Ridge Bancshares, Inc._Y-6_2023-12-31T00_00_00_English",both
"Oak Ridge Bancshares,Inc.""""","Executive Vice President,Bank of Oak Ridge""""",Thomas Eugene Allen,"Partner,Cotton""",Bolton,Hoychick & Doughty,"LLP"",Plex Fitness","Inc."",2023""",Attorney,1.30%,"Oak Ridge Bancshares, Inc._Y-6_2023-12-31T00_00_00_English",both
"Oak Ridge Bancshares,Inc.""""",n/a,Wesley Walker Martin,n/a,n/a,2023,Banker,0.61%,n/a,n/a,"Oak Ridge Bancshares, Inc._Y-6_2023-12-31T00_00_00_English",both
"Oak Ridge Bancshares,Inc.""""",n/a,Wilson T. Barham,"Manager/Member,Delta & Gulf Ventures""",LLC,Manager/Member,Delta & Gulf Homes,LLC,Manager/Member,Delta & Gulf Farms,"Oak Ridge Bancshares, Inc._Y-6_2023-12-31T00_00_00_English",both
"Oak Ridge Bancshares,Inc.""""",n/a,Wilson T. Barham,"Manager/Member,Delta & Gulf Ventures""",LLC,Manager/Member,Delta & Gulf Homes,LLC,Manager/Member,Delta & Gulf Farms,"Oak Ridge Bancshares, Inc._Y-6_2023-12-31T00_00_00_English",both
"Oak Ridge Bancshares,Inc.""""",n/a,Wilson T. Barham,"Manager/Member,Delta & Gulf Ventures""",LLC,Manager/Member,Delta & Gulf Homes,LLC,Manager/Member,Delta & Gulf Farms,"Oak Ridge Bancshares, Inc._Y-6_2023-12-31T00_00_00_English",both
"Oak Ridge Bancshares,Inc.""""",n/a,Wilson T. Barham,"Manager/Member,Delta & Gulf Ventures""",LLC,Manager/Member,Delta & Gulf Homes,LLC,Manager/Member,Delta & Gulf Farms,"Oak Ridge Bancshares, Inc._Y-6_2023-12-31T00_00_00_English",both
"Oak Ridge Bancshares,Inc.""""",n/a,Wilson T. Barham,"Manager/Member,Delta & Gulf Ventures""",LLC,Manager/Member,Delta & Gulf Homes,LLC,Manager/Member,Delta & Gulf Farms,"Oak Ridge Bancshares, Inc._Y-6_2023-12-31T00_00_00_English",both
"Oak Ridge Bancshares,Inc.""""",n/a,William Thomas Barham,"Owner,Ear""","Nose & Throat Associates"",Ear","Nose & Throat Associates"",2023""",Student,0.02%,n/a,50%,"Oak Ridge Bancshares, Inc._Y-6_2023-12-31T00_00_00_English",both
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"Oakwood Bancshares, Inc._Y-6_2023-12-31T00_00_00_English",none
ONE AMERICAN FINANCIAL CORPORATION,President,George M. Lund,n/a,n/a,12/31/2024,n/a,n/a,5536791,n/a,One American Financial Corporation_Y-6_2024-12-31T00_00_00_English,insiders
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,PSB Corporation_Y-6_2023-12-31T00_00_00_English,none
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"Palmer Bancshares, Inc._Y-6_2023-12-31T00_00_00_English",none
"PEOPLES BANCORP,INC.""""",Director,"Robert W. Clark,Jr.""""",Director,Hopewell Farm,2023,Farming,3.151%,n/a,NONE,"Peoples Bancorp, Inc._Y-6_2023-12-31T00_00_00_English",insiders
"PEOPLES BANCORP,INC.""""",Director,"Robert W. Clark,Jr.""""",Director,"Fair Promise Farm,LLC""""",2023,Farming,3.151%,n/a,NONE,"Peoples Bancorp, Inc._Y-6_2023-12-31T00_00_00_English",insiders
"PEOPLES BANCORP,INC.""""",Director,"Robert W. Clark,Jr.""""",Director,Fair Promise Family Limited Partnership,2023,Farming,3.151%,n/a,NONE,"Peoples Bancorp, Inc._Y-6_2023-12-31T00_00_00_English",insiders
"PEOPLES BANCORP,INC.""""",Director,LaMonte E. Cooke,n/a,n/a,2023,"Administrative Director,MD Dept. of Correction""","Queen Anne's County"",0.140%""",n/a,NONE,"Peoples Bancorp, Inc._Y-6_2023-12-31T00_00_00_English",insiders
"PEOPLES BANCORP,INC.""""",Director,Robert Allen Davis,n/a,n/a,2023,Farming,0.264%,n/a,NONE,"Peoples Bancorp, Inc._Y-6_2023-12-31T00_00_00_English",insiders
"PEOPLES BANCORP,INC.""""",Director & Chairman,Corey N. Duncan,Shareholder,"AWD,PC""""",2023,"CPA,MBA""",CGMA & Shareholder,AWD,"PC"",0.262%""","Peoples Bancorp, Inc._Y-6_2023-12-31T00_00_00_English",insiders
"PEOPLES BANCORP,INC.""""",Director,Gary B. Fellows,n/a,n/a,2023,N/A,0.350%,n/a,NONE,"Peoples Bancorp, Inc._Y-6_2023-12-31T00_00_00_English",insiders
"PEOPLES BANCORP,INC.""""",Director,"Herman E. Hill,III""""",n/a,Hill Family Limited Partnership,2023,Farming & Partner of Harborview Farms,0.833%,n/a,NONE,"Peoples Bancorp, Inc._Y-6_2023-12-31T00_00_00_English",insiders
"PEOPLES BANCORP,INC.""""",Director,Myles S. Loller,n/a,"A & H Financial Services,LLC""""",2023,"CPA,Radcliffe Corporate Services""","Inc."",0.397%""",n/a,NONE,"Peoples Bancorp, Inc._Y-6_2023-12-31T00_00_00_English",insiders
"PEOPLES BANCORP,INC.""""",N/A,Terry M. Mead,n/a,n/a,2023,N/A,0.004%,n/a,NONE,"Peoples Bancorp, Inc._Y-6_2023-12-31T00_00_00_English",insiders
"PEOPLES BANCORP,INC.""""",Director,Megan B. Owings,n/a,"David A. Bramble,Inc.""""",2023,"Co-owner & General Counsel of David A. Bramble,Inc.""""",0.256%,n/a,NONE,"Peoples Bancorp, Inc._Y-6_2023-12-31T00_00_00_English",insiders
"PEOPLES BANCORP,INC.""""",Director,Stefan R. Skipp,n/a,n/a,2023,N/A,6.614%,n/a,NONE,"Peoples Bancorp, Inc._Y-6_2023-12-31T00_00_00_English",insiders
"PEOPLES BANCORP,INC.""""",Director,William G. Wheatley,n/a,n/a,2023,N/A,1.140%,n/a,NONE,"Peoples Bancorp, Inc._Y-6_2023-12-31T00_00_00_English",insiders
"PEOPLES BANCORP,INC.""""",EVP & COO,Terri L. Garvey,n/a,n/a,2023,N/A,0.047%,n/a,NONE,"Peoples Bancorp, Inc._Y-6_2023-12-31T00_00_00_English",insiders
"PEOPLES BANCORP,INC.""""",EVP & CFO,Randall M. Robey,n/a,n/a,2023,N/A,0.055%,n/a,NONE,"Peoples Bancorp, Inc._Y-6_2023-12-31T00_00_00_English",insiders
"PEOPLES BANCORP,INC.""""",President & CEO & Director,J. Scott Sturgill,n/a,n/a,2023,N/A,0.137%,n/a,NONE,"Peoples Bancorp, Inc._Y-6_2023-12-31T00_00_00_English",insiders
"PEOPLES BANCORP,INC.""""",EVP & Secretary of the Board,Stephanie L. Usilton,n/a,n/a,2023,N/A,0.125%,n/a,NONE,"Peoples Bancorp, Inc._Y-6_2023-12-31T00_00_00_English",insiders
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Peoples Bancorp_Y-6_2023-12-31T00_00_00_English,none
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"Perham State Bancshares, Inc._Y-6_2024-12-31T00_00_00_English",none
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"Peshtigo National Bancorporation, Inc._Y-6_2023-12-31T00_00_00_English",none
"PETEFISH,SKILES BANCSHARES""","INC."",Chairman of Holding Company""",Nancy Bley Cowen,n/a,n/a,2023,Retired Business Owner,2.80%,n/a,n/a,"Petefish, Skiles Bancshares, Inc._Y-6_2023-12-31T00_00_00_English",both
"PETEFISH,SKILES BANCSHARES""","INC."",None""",George B. Bley II,n/a,n/a,2023,Doctor,2.87%,n/a,n/a,"Petefish, Skiles Bancshares, Inc._Y-6_2023-12-31T00_00_00_English",both
"PETEFISH,SKILES BANCSHARES""","INC."",None""",Christinne M. Bley,n/a,n/a,2023,Entreprenuer,1.85%,n/a,n/a,"Petefish, Skiles Bancshares, Inc._Y-6_2023-12-31T00_00_00_English",both
"PETEFISH,SKILES BANCSHARES""","INC."",None""",Jan Bley Rohde,n/a,n/a,2023,Retired,2.75%,n/a,n/a,"Petefish, Skiles Bancshares, Inc._Y-6_2023-12-31T00_00_00_English",both
"PETEFISH,SKILES BANCSHARES""","INC."",Bank President""",Thomas J. Prather,n/a,n/a,2023,Retired,5.85%,n/a,n/a,"Petefish, Skiles Bancshares, Inc._Y-6_2023-12-31T00_00_00_English",both
"PETEFISH,SKILES BANCSHARES""","INC."",None""",Laura J. Prather,n/a,n/a,2023,Housewife,4.18%,n/a,n/a,"Petefish, Skiles Bancshares, Inc._Y-6_2023-12-31T00_00_00_English",both
"PETEFISH,SKILES BANCSHARES""","INC."",None""",Doris J. Prather,n/a,n/a,2023,Retired,0.07%,n/a,n/a,"Petefish, Skiles Bancshares, Inc._Y-6_2023-12-31T00_00_00_English",both
"PETEFISH,SKILES BANCSHARES""","INC."",None""",Andrew Prather,n/a,n/a,2023,Car Salesman,0.02%,n/a,n/a,"Petefish, Skiles Bancshares, Inc._Y-6_2023-12-31T00_00_00_English",both
"PETEFISH,SKILES BANCSHARES""","INC."",None""",Elizabeth A. Prather,n/a,n/a,2023,n/a,2.51%,n/a,n/a,"Petefish, Skiles Bancshares, Inc._Y-6_2023-12-31T00_00_00_English",both
"PETEFISH,SKILES BANCSHARES""","INC."",None""",Louis P. Prather Trust,n/a,n/a,2023,n/a,4.10%,n/a,n/a,"Petefish, Skiles Bancshares, Inc._Y-6_2023-12-31T00_00_00_English",both
"PETEFISH,SKILES BANCSHARES""","INC."",Director""",Stanley Fulton,n/a,n/a,2023,Metal Fabricator,0.33%,n/a,n/a,"Petefish, Skiles Bancshares, Inc._Y-6_2023-12-31T00_00_00_English",both
"PETEFISH,SKILES BANCSHARES""","INC."",Director""",Ronald E. Brockhouse,n/a,n/a,2023,Farmer,0.54%,n/a,n/a,"Petefish, Skiles Bancshares, Inc._Y-6_2023-12-31T00_00_00_English",both
"PETEFISH,SKILES BANCSHARES""","INC."",Director""",Steve D. Bitner,n/a,n/a,2023,Retired,4.46%,n/a,n/a,"Petefish, Skiles Bancshares, Inc._Y-6_2023-12-31T00_00_00_English",both
"PETEFISH,SKILES BANCSHARES""","INC."",Director and President""",Paul A. Reynolds,n/a,n/a,2023,Bank Officer,0.33%,n/a,n/a,"Petefish, Skiles Bancshares, Inc._Y-6_2023-12-31T00_00_00_English",both
"PETEFISH,SKILES BANCSHARES""","INC."",Director and President""",Eldon K. Leinberger,n/a,n/a,2023,Bank Officer,0.17%,n/a,n/a,"Petefish, Skiles Bancshares, Inc._Y-6_2023-12-31T00_00_00_English",both
"PETEFISH,SKILES BANCSHARES""","INC."",Director""",Paul M. Brown,n/a,n/a,2023,Bank Officer,0.17%,n/a,n/a,"Petefish, Skiles Bancshares, Inc._Y-6_2023-12-31T00_00_00_English",both
"PETEFISH,SKILES BANCSHARES""","INC."",Board Auditor""",Christopher J. Barrett,n/a,n/a,2023,Bank Officer,0.21%,n/a,n/a,"Petefish, Skiles Bancshares, Inc._Y-6_2023-12-31T00_00_00_English",both
"PETEFISH,SKILES BANCSHARES""","INC."",Secretary of Holding Company""",Janet E. Bentley,n/a,n/a,2023,Bank Officer,0.27%,n/a,n/a,"Petefish, Skiles Bancshares, Inc._Y-6_2023-12-31T00_00_00_English",both
"PETEFISH,SKILES BANCSHARES""","INC."",Assistant Secretary of Holding Company""",Ashley M. Dotzert,n/a,n/a,2023,Bank Officer,0.08%,n/a,n/a,"Petefish, Skiles Bancshares, Inc._Y-6_2023-12-31T00_00_00_English",both
"PETEFISH,SKILES BANCSHARES""","INC."",Board Auditor""",Kelley L. Wessler,n/a,n/a,2023,Bank Officer,0.04%,n/a,n/a,"Petefish, Skiles Bancshares, Inc._Y-6_2023-12-31T00_00_00_English",both
"PETEFISH,SKILES BANCSHARES""","INC."",Board Auditor""",Andrew J. Martin,n/a,n/a,2023,Bank Officer,n/a,n/a,n/a,"Petefish, Skiles Bancshares, Inc._Y-6_2023-12-31T00_00_00_English",both
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"Piesco, Inc._Y-6_2024-12-31T00_00_00_English",none
Pinnacle Bankshares Corporation,Director,"Elton W Blackstock,Jr.""""",n/a,Blue Ridge Regional Jail,2023,Retired,0.33%,n/a,n/a,Pinnacle Bankshares Corporation_Y-6_2023-12-31T00_00_00_English,both
Pinnacle Bankshares Corporation,Director,Vivian S Brown,n/a,n/a,2023,Retired,0.19%,n/a,n/a,Pinnacle Bankshares Corporation_Y-6_2023-12-31T00_00_00_English,both
Pinnacle Bankshares Corporation,Director,Connie C Burnette,Wiley/Wilson,n/a,2023,Engineering Firm HR Manager,0.05%,n/a,n/a,Pinnacle Bankshares Corporation_Y-6_2023-12-31T00_00_00_English,both
Pinnacle Bankshares Corporation,Director,"James E Burton,IV""""",n/a,Slurry Paver's Inc.,2023,Retired,0.65%,n/a,n/a,Pinnacle Bankshares Corporation_Y-6_2023-12-31T00_00_00_English,both
Pinnacle Bankshares Corporation,Director,"James E Burton,IV""""",n/a,"Burton Designs,LLC""""",2023,Retired,0.65%,n/a,n/a,Pinnacle Bankshares Corporation_Y-6_2023-12-31T00_00_00_English,both
Pinnacle Bankshares Corporation,Director,"James E Burton,IV""""",n/a,"Pavement Consulting Services,LLC""""",2023,Retired,0.65%,n/a,n/a,Pinnacle Bankshares Corporation_Y-6_2023-12-31T00_00_00_English,both
Pinnacle Bankshares Corporation,Director,Judson H Dalton,n/a,English Construction Company,2023,Construction Project Manager,0.22%,n/a,n/a,Pinnacle Bankshares Corporation_Y-6_2023-12-31T00_00_00_English,both
Pinnacle Bankshares Corporation,Director,"Robert L. Finch,Jr""""",n/a,n/a,2023,Retired,0.47%,n/a,n/a,Pinnacle Bankshares Corporation_Y-6_2023-12-31T00_00_00_English,both
Pinnacle Bankshares Corporation,Director,"Aubrey H (Todd) Hall,III""""",n/a,"A & S,LLC""""",2023,President and CEO,1.42%,n/a,n/a,Pinnacle Bankshares Corporation_Y-6_2023-12-31T00_00_00_English,both
Pinnacle Bankshares Corporation,General Counsel,Robert Hurt,n/a,"4C Health Solutions,Inc.""""",2023,n/a,0.03%,n/a,n/a,Pinnacle Bankshares Corporation_Y-6_2023-12-31T00_00_00_English,both
Pinnacle Bankshares Corporation,Director,"Robert L.. Johnson,if""""",n/a,n/a,2023,Retired,0.11%,n/a,n/a,Pinnacle Bankshares Corporation_Y-6_2023-12-31T00_00_00_English,both
Pinnacle Bankshares Corporation,Director,"L. Frank King,Jr""""",n/a,n/a,2023,Retired,0.31%,n/a,n/a,Pinnacle Bankshares Corporation_Y-6_2023-12-31T00_00_00_English,both
Pinnacle Bankshares Corporation,"Vice President,Secretary""","Treasurer and Chief Financial Officer"",Bryan M Lemley""",n/a,n/a,2023,N/A,0.47%,n/a,n/a,Pinnacle Bankshares Corporation_Y-6_2023-12-31T00_00_00_English,both
Pinnacle Bankshares Corporation,"Director,Vice-Chairman""""",Donald W. Merricks,n/a,n/a,2023,Retired,0.20%,n/a,n/a,Pinnacle Bankshares Corporation_Y-6_2023-12-31T00_00_00_English,both
Pinnacle Bankshares Corporation,Director,Carroll E Shelton,n/a,n/a,2023,Retired,0.88%,n/a,n/a,Pinnacle Bankshares Corporation_Y-6_2023-12-31T00_00_00_English,both
Pinnacle Bankshares Corporation,Director,C Bryan Stott,n/a,n/a,2023,Investment Broker Branch Manager,0.57%,n/a,n/a,Pinnacle Bankshares Corporation_Y-6_2023-12-31T00_00_00_English,both
Pinnacle Bankshares Corporation,Director,Michael E. Watson,n/a,Stifel Nicolas,2023,Retired,0.29%,n/a,n/a,Pinnacle Bankshares Corporation_Y-6_2023-12-31T00_00_00_English,both
Pinnacle Bankshares Corporation,Director,"James Watts,IV""","Esq"",n/a""",Scott insurance,2023,Controller/Treasurer,0.11%,n/a,n/a,Pinnacle Bankshares Corporation_Y-6_2023-12-31T00_00_00_English,both
Pioneer Community Bank,Director,Kevin Heath Bailey,Kevin H. Bailey DDS,Kevin H. Bailey DDS,2023,Dentist,0.0036%,n/a,n/a,"Pioneer Community Group, Inc._Y-6_2023-12-31T00_00_00_English",insiders
Pioneer Community Bank,Director,M. Randall Dority,n/a,n/a,2023,Retired Public School Teacher,0.0044%,n/a,n/a,"Pioneer Community Group, Inc._Y-6_2023-12-31T00_00_00_English",insiders
Pioneer Community Bank,Director,Tara Elder,Owner,Ashland Consulting Group,2023,Consultant,0.0032%,n/a,n/a,"Pioneer Community Group, Inc._Y-6_2023-12-31T00_00_00_English",insiders
Pioneer Community Bank,Director,Tara Elder,Owner,Tara Elder Business Consultant,2023,Consultant,0.0032%,n/a,n/a,"Pioneer Community Group, Inc._Y-6_2023-12-31T00_00_00_English",insiders
Pioneer Community Bank,Director,Phillip Haga,n/a,n/a,2023,Real Estate Appraiser,0.0028%,n/a,n/a,"Pioneer Community Group, Inc._Y-6_2023-12-31T00_00_00_English",insiders
Pioneer Community Bank,Director,Jeffery A. Miller,n/a,n/a,2023,Executive Director of WV Parkways Authority,0.1400%,n/a,n/a,"Pioneer Community Group, Inc._Y-6_2023-12-31T00_00_00_English",insiders
Pioneer Community Bank,Director,Mary E. Spence,n/a,n/a,2023,Retired Loan Officer,0.0040%,n/a,n/a,"Pioneer Community Group, Inc._Y-6_2023-12-31T00_00_00_English",insiders
Pioneer Community Bank,Director & Chairman,Carl W. Roop,President & Owner,"Carl W. Roop Law Office,PLLC""""",2023,Attorney,0.5751%,n/a,n/a,"Pioneer Community Group, Inc._Y-6_2023-12-31T00_00_00_English",insiders
Pioneer Community Bank,Director & Chairman,Carl W. Roop,President & Owner,MJB Rental & Leasing Company,2023,Attorney,0.5751%,n/a,n/a,"Pioneer Community Group, Inc._Y-6_2023-12-31T00_00_00_English",insiders
Pioneer Community Bank,Director & Chairman,Carl W. Roop,President & Owner,I & I Leasing LLC,2023,Attorney,0.5751%,n/a,n/a,"Pioneer Community Group, Inc._Y-6_2023-12-31T00_00_00_English",insiders
Pioneer Community Bank,President & CEO,Gregory S. Shupe,President and Director,n/a,2023,n/a,0.1672%,n/a,n/a,"Pioneer Community Group, Inc._Y-6_2023-12-31T00_00_00_English",insiders
Pioneer Community Bank,Director,Christopher R. Vaught,President & CEO,Vaught Inc.,2023,Consultant,0.1726%,n/a,n/a,"Pioneer Community Group, Inc._Y-6_2023-12-31T00_00_00_English",insiders
Pioneer Community Bank,Principal Shareholder,Phillip Blair Haga,n/a,n/a,2023,Retired,11.3904%,n/a,n/a,"Pioneer Community Group, Inc._Y-6_2023-12-31T00_00_00_English",insiders
"Plains Commerce Financial,Inc.""""","CEO,President""","Director"",Stephen A. Hageman""",CEO,n/a,2023,CEO,30.06%,n/a,n/a,"Plains Commerce Financial, Inc._Y-6_2023-12-31T00_00_00_English",both
"Plains Commerce Financial,Inc.""""",Director,Randall Robinson,n/a,n/a,2023,Retired,22.35%,n/a,n/a,"Plains Commerce Financial, Inc._Y-6_2023-12-31T00_00_00_English",both
"Plains Commerce Financial,Inc.""""",Director,Gerald P. Brickner,n/a,n/a,2023,Retired,19.85%,n/a,n/a,"Plains Commerce Financial, Inc._Y-6_2023-12-31T00_00_00_English",both
"Plains Commerce Financial,Inc.""""","Chairman,Director""""",Robert Ronayne,Attorney,n/a,2023,Attorney,6.15%,n/a,n/a,"Plains Commerce Financial, Inc._Y-6_2023-12-31T00_00_00_English",both
"Plains Commerce Financial,Inc.""""",Director,Cody Hageman,Director,n/a,2023,Ag Marketing Consultant,0.00%,n/a,n/a,"Plains Commerce Financial, Inc._Y-6_2023-12-31T00_00_00_English",both
"Plains Commerce Financial,Inc.""""",Director,Wesley Tschetter,Director,n/a,2023,Retired,14.75%,n/a,n/a,"Plains Commerce Financial, Inc._Y-6_2023-12-31T00_00_00_English",both
"Plains Commerce Financial,Inc.""""",Director,Christopher Vinson,CEO Mortgage Divison,n/a,2023,CEO,2.43%,n/a,n/a,"Plains Commerce Financial, Inc._Y-6_2023-12-31T00_00_00_English",both
"Plains Commerce Financial,Inc.""""",CFO,Matt Jensen,CFO,n/a,2023,CFO,0.00%,n/a,n/a,"Plains Commerce Financial, Inc._Y-6_2023-12-31T00_00_00_English",both
Plato Holdings,Inc.,n/a,n/a,n/a,2023,n/a,n/a,n/a,n/a,"Plato Holdings, Inc._Y-6_2024-09-02_English",insiders
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"Port Bancshares, Inc._Y-6_2023-12-31T00_00_00_English",none
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"Portage County Bancshares, Inc._Y-6_2023-12-31T00_00_00_English",none
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Prairie Bancshares Corporation_Y-6_2024-12-31T00_00_00_English,none
PRAIRIE BANCSHARES,INC.,President,Sheila Reynolds,n/a,n/a,2024,n/a,n/a,1125058,"Prairie Bancshares, Inc._Y-6_2024-12-31T00_00_00_English",insiders
